IDSK,id,cust_id,order_date,region,sales_rep,line_id,prod_id,quantity,ship_date,PurchaseOrderID,PurchaseOrderDetailID,DueDate,OrderQty,ProductID_x,UnitPrice_x,LineTotal,ReceivedQty,RejectedQty,StockedQty,ModifiedDate,OrderID,ProductID_y,UnitPrice_y,Quantity,Discount
272,2182,195,11-Sep-1997 12:00:00 AM,South,299,1,500,12,11-Sep-1997 12:00:00 AM,122,273,2012-03-23,3,467,43.323,129.969,3.0,0.0,3.0,2012-03-16,10350,50,13.0,15,0.10000000149011612
273,2182,195,11-Sep-1997 12:00:00 AM,South,299,2,501,12,11-Sep-1997 12:00:00 AM,123,274,2012-03-23,3,462,47.6805,143.0415,3.0,0.0,3.0,2012-03-16,10350,69,28.8,18,0.10000000149011612
274,2183,118,15-Sep-1997 12:00:00 AM,South,667,1,600,24,16-Sep-1997 12:00:00 AM,124,275,2012-03-23,550,510,23.4045,12872.475,550.0,550.0,0.0,2012-03-16,10351,38,210.8,20,0.05000000074505806
275,2183,118,15-Sep-1997 12:00:00 AM,South,667,2,601,24,16-Sep-1997 12:00:00 AM,124,276,2012-03-23,550,511,27.867,15326.85,550.0,550.0,0.0,2012-03-16,10351,41,7.7,13,0.0
276,2184,182,16-Sep-1997 12:00:00 AM,Western,129,1,300,12,17-Sep-1997 12:00:00 AM,125,277,2012-03-23,550,527,6.7515,3713.325,550.0,0.0,550.0,2012-03-16,10351,44,15.5,77,0.05000000074505806
277,2184,182,16-Sep-1997 12:00:00 AM,Western,129,2,301,12,17-Sep-1997 12:00:00 AM,126,278,2012-03-23,550,938,31.4895,17319.225,468.0,0.0,468.0,2012-03-16,10351,65,16.8,10,0.05000000074505806
278,2184,182,16-Sep-1997 12:00:00 AM,Western,129,3,700,12,17-Sep-1997 12:00:00 AM,126,279,2012-03-23,550,939,48.2895,26559.225,550.0,0.0,550.0,2012-03-16,10352,24,3.6,10,0.0
279,2185,107,17-Sep-1997 12:00:00 AM,South,1142,1,400,24,18-Sep-1997 12:00:00 AM,126,280,2012-03-23,550,509,36.2775,19952.625,550.0,0.0,550.0,2012-03-16,10352,54,5.9,20,0.15000000596046448
280,2185,107,17-Sep-1997 12:00:00 AM,South,1142,2,401,24,18-Sep-1997 12:00:00 AM,127,281,2012-03-23,60,492,50.7465,3044.79,60.0,0.0,60.0,2012-03-16,10353,11,16.8,12,0.20000000298023224
281,2186,111,18-Sep-1997 12:00:00 AM,Eastern,195,1,500,36,21-Sep-1997 12:00:00 AM,127,282,2012-03-23,60,493,58.2645,3495.87,60.0,0.0,60.0,2012-03-16,10353,38,210.8,50,0.20000000298023224
282,2186,111,18-Sep-1997 12:00:00 AM,Eastern,195,2,501,36,21-Sep-1997 12:00:00 AM,127,283,2012-03-23,60,494,50.7465,3044.79,60.0,0.0,60.0,2012-03-16,10354,1,14.4,12,0.0
283,2187,136,21-Sep-1997 12:00:00 AM,Central,690,1,600,48,22-Sep-1997 12:00:00 AM,127,284,2012-03-23,60,495,62.9265,3775.59,60.0,0.0,60.0,2012-03-16,10354,29,99.0,4,0.0
284,2187,136,21-Sep-1997 12:00:00 AM,Central,690,2,601,48,22-Sep-1997 12:00:00 AM,127,285,2012-03-23,60,496,49.6545,2979.27,60.0,0.0,60.0,2012-03-16,10355,24,3.6,25,0.0
285,2188,144,22-Sep-1997 12:00:00 AM,Eastern,1596,1,700,60,23-Sep-1997 12:00:00 AM,128,286,2012-03-23,550,523,10.3845,5711.475,550.0,0.0,550.0,2012-03-16,10355,57,15.6,25,0.0
286,2189,156,22-Sep-1997 12:00:00 AM,Central,299,1,300,12,23-Sep-1997 12:00:00 AM,129,287,2012-03-28,3,425,45.5805,136.7415,3.0,0.0,3.0,2012-03-21,10356,31,10.0,30,0.0
287,2189,156,22-Sep-1997 12:00:00 AM,Central,299,2,302,12,23-Sep-1997 12:00:00 AM,129,288,2012-03-28,3,426,43.4805,130.4415,3.0,0.0,3.0,2012-03-21,10356,55,19.2,12,0.0
288,2190,192,23-Sep-1997 12:00:00 AM,Central,467,1,301,24,24-Sep-1997 12:00:00 AM,129,289,2012-03-28,3,427,47.754,143.262,3.0,0.0,3.0,2012-03-21,10356,69,28.8,20,0.0
289,2190,192,23-Sep-1997 12:00:00 AM,Central,467,2,400,24,24-Sep-1997 12:00:00 AM,129,290,2012-03-28,3,428,43.4805,130.4415,3.0,0.0,3.0,2012-03-21,10357,10,24.8,30,0.20000000298023224
290,2190,192,23-Sep-1997 12:00:00 AM,Central,467,3,501,24,24-Sep-1997 12:00:00 AM,129,291,2012-03-28,3,429,41.3805,124.1415,3.0,0.0,3.0,2012-03-21,10357,26,24.9,16,0.0
291,2191,118,24-Sep-1997 12:00:00 AM,South,949,1,302,36,25-Sep-1997 12:00:00 AM,130,292,2012-03-28,3,490,12.7155,38.1465,3.0,0.0,3.0,2012-03-21,10357,60,27.2,8,0.20000000298023224
292,2191,118,24-Sep-1997 12:00:00 AM,South,949,2,601,36,25-Sep-1997 12:00:00 AM,130,293,2012-03-28,3,491,19.9395,59.8185,3.0,0.0,3.0,2012-03-21,10358,24,3.6,10,0.05000000074505806
293,2191,118,24-Sep-1997 12:00:00 AM,South,949,3,700,36,25-Sep-1997 12:00:00 AM,131,294,2012-03-28,3,528,38.157,114.471,3.0,0.0,3.0,2012-03-21,10358,34,11.2,10,0.05000000074505806
294,2192,158,25-Sep-1997 12:00:00 AM,Eastern,902,1,301,12,28-Sep-1997 12:00:00 AM,132,295,2012-03-28,3,505,44.2155,132.6465,3.0,0.0,3.0,2012-03-21,10358,36,15.2,20,0.05000000074505806
295,2192,158,25-Sep-1997 12:00:00 AM,Eastern,902,2,401,12,28-Sep-1997 12:00:00 AM,133,296,2012-04-11,550,938,31.4895,17319.225,550.0,0.0,550.0,2012-04-04,10359,16,13.9,56,0.05000000074505806
296,2192,158,25-Sep-1997 12:00:00 AM,Eastern,902,3,600,12,28-Sep-1997 12:00:00 AM,133,297,2012-04-11,550,939,48.2895,26559.225,550.0,0.0,550.0,2012-04-04,10359,31,10.0,70,0.05000000074505806
297,2193,183,28-Sep-1997 12:00:00 AM,South,856,1,600,24,29-Sep-1997 12:00:00 AM,134,298,2012-04-11,60,358,6.9825,418.95,60.0,60.0,0.0,2012-04-04,10359,60,27.2,80,0.05000000074505806
298,2193,183,28-Sep-1997 12:00:00 AM,South,856,2,601,24,29-Sep-1997 12:00:00 AM,135,299,2012-04-11,3,379,45.444,136.332,3.0,0.0,3.0,2012-04-04,10360,28,36.4,30,0.0
299,2193,183,28-Sep-1997 12:00:00 AM,South,856,3,700,24,29-Sep-1997 12:00:00 AM,135,300,2012-04-11,3,380,41.1705,123.5115,3.0,0.0,3.0,2012-04-04,10360,29,99.0,35,0.0
300,2194,124,29-Sep-1997 12:00:00 AM,Eastern,299,1,300,12,30-Sep-1997 12:00:00 AM,135,301,2012-04-11,3,381,39.0705,117.2115,3.0,0.0,3.0,2012-04-04,10360,38,210.8,10,0.0
301,2194,124,29-Sep-1997 12:00:00 AM,Eastern,299,2,301,12,30-Sep-1997 12:00:00 AM,135,302,2012-04-11,3,438,47.6805,143.0415,3.0,0.0,3.0,2012-04-04,10360,49,16.0,35,0.0
302,2194,124,29-Sep-1997 12:00:00 AM,Eastern,299,3,302,12,30-Sep-1997 12:00:00 AM,135,303,2012-04-11,3,439,45.5805,136.7415,3.0,0.0,3.0,2012-04-04,10360,54,5.9,28,0.0
303,2195,131,30-Sep-1997 12:00:00 AM,Eastern,667,1,400,12,01-Oct-1997 12:00:00 AM,135,304,2012-04-11,3,440,49.854,149.562,3.0,0.0,3.0,2012-04-04,10361,39,14.4,54,0.10000000149011612
304,2195,131,30-Sep-1997 12:00:00 AM,Eastern,667,2,500,24,01-Oct-1997 12:00:00 AM,135,305,2012-04-11,3,441,45.5805,136.7415,3.0,0.0,3.0,2012-04-04,10361,60,27.2,55,0.10000000149011612
305,2195,131,30-Sep-1997 12:00:00 AM,Eastern,667,3,501,24,01-Oct-1997 12:00:00 AM,135,306,2012-04-11,3,442,43.4805,130.4415,3.0,0.0,3.0,2012-04-04,10362,25,11.2,50,0.0
306,2196,157,01-Oct-1997 12:00:00 AM,Central,129,1,400,36,02-Oct-1997 12:00:00 AM,135,307,2012-04-11,3,443,47.754,143.262,3.0,0.0,3.0,2012-04-04,10362,51,42.4,20,0.0
307,2196,157,01-Oct-1997 12:00:00 AM,Central,129,2,401,36,02-Oct-1997 12:00:00 AM,135,308,2012-04-11,3,444,43.4805,130.4415,3.0,0.0,3.0,2012-04-04,10362,54,5.9,24,0.0
308,2196,157,01-Oct-1997 12:00:00 AM,Central,129,3,500,24,02-Oct-1997 12:00:00 AM,135,309,2012-04-11,3,445,41.3805,124.1415,3.0,0.0,3.0,2012-04-04,10363,31,10.0,20,0.0
309,2197,161,02-Oct-1997 12:00:00 AM,Eastern,1142,1,600,48,05-Oct-1997 12:00:00 AM,135,310,2012-04-11,3,446,45.654,136.962,3.0,0.0,3.0,2012-04-04,10363,75,6.2,12,0.0
310,2197,161,02-Oct-1997 12:00:00 AM,Eastern,1142,2,601,48,05-Oct-1997 12:00:00 AM,135,311,2012-04-11,3,447,41.3805,124.1415,3.0,0.0,3.0,2012-04-04,10363,76,14.4,12,0.0
311,2197,161,02-Oct-1997 12:00:00 AM,Eastern,1142,3,700,48,05-Oct-1997 12:00:00 AM,135,312,2012-04-11,3,448,39.2805,117.8415,3.0,0.0,3.0,2012-04-04,10364,69,28.8,30,0.0
312,2198,144,05-Oct-1997 12:00:00 AM,Eastern,195,1,300,12,06-Oct-1997 12:00:00 AM,135,313,2012-04-11,3,449,43.554,130.662,3.0,0.0,3.0,2012-04-04,10364,71,17.2,5,0.0
313,2198,144,05-Oct-1997 12:00:00 AM,Eastern,195,2,301,12,06-Oct-1997 12:00:00 AM,135,314,2012-04-11,3,450,39.2805,117.8415,3.0,0.0,3.0,2012-04-04,10365,11,16.8,24,0.0
314,2198,144,05-Oct-1997 12:00:00 AM,Eastern,195,3,302,12,06-Oct-1997 12:00:00 AM,135,315,2012-04-11,3,451,37.1805,111.5415,3.0,0.0,3.0,2012-04-04,10366,65,16.8,5,0.0
315,2199,116,06-Oct-1997 12:00:00 AM,Eastern,690,1,400,36,07-Oct-1997 12:00:00 AM,135,316,2012-04-11,3,452,41.454,124.362,3.0,0.0,3.0,2012-04-04,10366,77,10.4,5,0.0
316,2199,116,06-Oct-1997 12:00:00 AM,Eastern,690,2,401,36,07-Oct-1997 12:00:00 AM,135,317,2012-04-11,3,453,37.1805,111.5415,3.0,0.0,3.0,2012-04-04,10367,34,11.2,36,0.0
317,2199,116,06-Oct-1997 12:00:00 AM,Eastern,690,3,600,12,07-Oct-1997 12:00:00 AM,135,318,2012-04-11,3,454,47.523,142.569,3.0,0.0,3.0,2012-04-04,10367,54,5.9,18,0.0
318,2200,198,07-Oct-1997 12:00:00 AM,Western,1596,1,400,24,08-Oct-1997 12:00:00 AM,135,319,2012-04-11,3,455,45.423,136.269,3.0,0.0,3.0,2012-04-04,10367,65,16.8,15,0.0
319,2200,198,07-Oct-1997 12:00:00 AM,Western,1596,2,401,24,08-Oct-1997 12:00:00 AM,135,320,2012-04-11,3,456,49.6965,149.0895,3.0,0.0,3.0,2012-04-04,10367,77,10.4,7,0.0
320,2200,198,07-Oct-1997 12:00:00 AM,Western,1596,3,500,24,08-Oct-1997 12:00:00 AM,135,321,2012-04-11,3,457,45.423,136.269,3.0,0.0,3.0,2012-04-04,10368,21,8.0,5,0.10000000149011612
321,2201,139,08-Oct-1997 12:00:00 AM,Eastern,299,1,600,60,09-Oct-1997 12:00:00 AM,135,322,2012-04-11,3,458,43.323,129.969,3.0,0.0,3.0,2012-04-04,10368,28,36.4,13,0.10000000149011612
322,2201,139,08-Oct-1997 12:00:00 AM,Eastern,299,2,601,60,09-Oct-1997 12:00:00 AM,135,323,2012-04-11,3,459,47.5965,142.7895,3.0,0.0,3.0,2012-04-04,10368,57,15.6,25,0.0
323,2201,139,08-Oct-1997 12:00:00 AM,Eastern,299,3,700,60,09-Oct-1997 12:00:00 AM,135,324,2012-04-11,3,460,43.323,129.969,3.0,0.0,3.0,2012-04-04,10368,64,26.6,35,0.10000000149011612
324,2202,166,09-Oct-1997 12:00:00 AM,South,467,1,300,12,12-Oct-1997 12:00:00 AM,136,325,2012-04-11,60,356,3.381,202.86,51.0,0.0,51.0,2012-04-04,10369,29,99.0,20,0.0
325,2202,166,09-Oct-1997 12:00:00 AM,South,467,2,301,12,12-Oct-1997 12:00:00 AM,136,326,2012-04-11,60,357,4.3155,258.93,60.0,0.0,60.0,2012-04-04,10369,56,30.4,18,0.25
326,2202,166,09-Oct-1997 12:00:00 AM,South,467,3,302,12,12-Oct-1997 12:00:00 AM,137,327,2012-04-25,3,380,43.344,130.032,3.0,0.0,3.0,2012-04-18,10370,1,14.4,15,0.15000000596046448
327,2203,107,12-Oct-1997 12:00:00 AM,South,949,1,400,24,13-Oct-1997 12:00:00 AM,137,328,2012-04-25,3,381,39.0705,117.2115,3.0,0.0,3.0,2012-04-18,10370,64,26.6,30,0.0
328,2203,107,12-Oct-1997 12:00:00 AM,South,949,2,401,24,13-Oct-1997 12:00:00 AM,137,329,2012-04-25,3,382,36.9705,110.9115,3.0,0.0,3.0,2012-04-18,10370,74,8.0,20,0.15000000596046448
329,2204,139,13-Oct-1997 12:00:00 AM,Eastern,902,1,400,24,14-Oct-1997 12:00:00 AM,137,330,2012-04-25,3,383,41.244,123.732,3.0,0.0,3.0,2012-04-18,10371,36,15.2,6,0.20000000298023224
330,2204,139,13-Oct-1997 12:00:00 AM,Eastern,902,2,401,24,14-Oct-1997 12:00:00 AM,137,331,2012-04-25,3,384,36.9705,110.9115,3.0,0.0,3.0,2012-04-18,10372,20,64.8,12,0.25
331,2204,139,13-Oct-1997 12:00:00 AM,Eastern,902,3,500,36,14-Oct-1997 12:00:00 AM,137,332,2012-04-25,3,385,43.218,129.654,3.0,0.0,3.0,2012-04-18,10372,38,210.8,40,0.25
332,2204,139,13-Oct-1997 12:00:00 AM,Eastern,902,4,501,36,14-Oct-1997 12:00:00 AM,138,333,2012-04-25,3,490,12.3585,37.0755,3.0,0.0,3.0,2012-04-18,10372,60,27.2,70,0.25
333,2205,200,14-Oct-1997 12:00:00 AM,Eastern,856,1,500,12,15-Oct-1997 12:00:00 AM,139,334,2012-04-25,550,513,39.1965,21558.075,550.0,0.0,550.0,2012-04-18,10372,72,27.8,42,0.25
334,2205,200,14-Oct-1997 12:00:00 AM,Eastern,856,2,501,12,15-Oct-1997 12:00:00 AM,140,335,2012-04-25,3,407,39.0705,117.2115,3.0,0.0,3.0,2012-04-18,10373,58,10.6,80,0.20000000298023224
335,2205,200,14-Oct-1997 12:00:00 AM,Eastern,856,3,700,24,15-Oct-1997 12:00:00 AM,140,336,2012-04-25,3,408,36.9705,110.9115,3.0,0.0,3.0,2012-04-18,10373,71,17.2,50,0.20000000298023224
336,2206,101,15-Oct-1997 12:00:00 AM,Eastern,299,1,300,12,16-Oct-1997 12:00:00 AM,140,337,2012-04-25,3,409,41.244,123.732,3.0,0.0,3.0,2012-04-18,10374,31,10.0,30,0.0
337,2206,101,15-Oct-1997 12:00:00 AM,Eastern,299,2,301,12,16-Oct-1997 12:00:00 AM,141,338,2012-04-25,550,933,43.9845,24191.475,550.0,0.0,550.0,2012-04-18,10374,58,10.6,15,0.0
338,2206,101,15-Oct-1997 12:00:00 AM,Eastern,299,3,400,12,16-Oct-1997 12:00:00 AM,141,339,2012-04-25,550,934,38.1465,20980.575,550.0,0.0,550.0,2012-04-18,10375,14,18.6,15,0.0
339,2206,101,15-Oct-1997 12:00:00 AM,Eastern,299,4,700,12,16-Oct-1997 12:00:00 AM,142,340,2012-04-25,3,425,45.5805,136.7415,3.0,0.0,3.0,2012-04-18,10375,54,5.9,10,0.0
340,2207,103,16-Oct-1997 12:00:00 AM,Eastern,667,1,400,24,19-Oct-1997 12:00:00 AM,142,341,2012-04-25,3,426,43.4805,130.4415,3.0,0.0,3.0,2012-04-18,10376,31,10.0,42,0.05000000074505806
341,2207,103,16-Oct-1997 12:00:00 AM,Eastern,667,2,401,24,19-Oct-1997 12:00:00 AM,143,342,2012-04-25,3,343,49.749,149.247,3.0,0.0,3.0,2012-04-18,10377,28,36.4,20,0.15000000596046448
342,2207,103,16-Oct-1997 12:00:00 AM,Eastern,667,3,501,12,19-Oct-1997 12:00:00 AM,143,343,2012-04-25,3,344,45.4755,136.4265,3.0,0.0,3.0,2012-04-18,10377,39,14.4,20,0.15000000596046448
343,2208,201,19-Oct-1997 12:00:00 AM,Central,129,1,400,36,20-Oct-1997 12:00:00 AM,143,344,2012-04-25,3,345,43.3755,130.1265,3.0,0.0,3.0,2012-04-18,10378,71,17.2,6,0.0
344,2208,201,19-Oct-1997 12:00:00 AM,Central,129,2,401,36,20-Oct-1997 12:00:00 AM,144,345,2012-04-25,550,931,34.3455,18890.025,550.0,550.0,0.0,2012-04-18,10379,41,7.7,8,0.10000000149011612
345,2208,201,19-Oct-1997 12:00:00 AM,Central,129,3,500,36,20-Oct-1997 12:00:00 AM,144,346,2012-04-25,550,932,39.2385,21581.175,550.0,550.0,0.0,2012-04-18,10379,63,35.1,16,0.10000000149011612
346,2208,201,19-Oct-1997 12:00:00 AM,Central,129,4,501,36,20-Oct-1997 12:00:00 AM,145,347,2012-04-25,3,345,43.2705,129.8115,3.0,0.0,3.0,2012-04-18,10379,65,16.8,20,0.10000000149011612
347,2209,204,20-Oct-1997 12:00:00 AM,Central,1142,1,500,12,21-Oct-1997 12:00:00 AM,145,348,2012-04-25,3,346,47.544,142.632,3.0,0.0,3.0,2012-04-18,10380,30,20.7,18,0.10000000149011612
348,2209,204,20-Oct-1997 12:00:00 AM,Central,1142,2,501,12,21-Oct-1997 12:00:00 AM,145,349,2012-04-25,3,347,43.2705,129.8115,3.0,0.0,3.0,2012-04-18,10380,53,26.2,20,0.10000000149011612
349,2209,204,20-Oct-1997 12:00:00 AM,Central,1142,3,600,12,21-Oct-1997 12:00:00 AM,145,350,2012-04-25,3,348,41.1705,123.5115,3.0,0.0,3.0,2012-04-18,10380,60,27.2,6,0.10000000149011612
350,2209,204,20-Oct-1997 12:00:00 AM,Central,1142,4,601,12,21-Oct-1997 12:00:00 AM,145,351,2012-04-25,3,349,45.444,136.332,3.0,0.0,3.0,2012-04-18,10380,70,12.0,30,0.0
351,2210,206,21-Oct-1997 12:00:00 AM,Eastern,195,1,300,24,22-Oct-1997 12:00:00 AM,146,352,2012-04-25,550,928,32.7705,18023.775,468.0,0.0,468.0,2012-04-18,10381,74,8.0,14,0.0
352,2210,206,21-Oct-1997 12:00:00 AM,Eastern,195,2,301,24,22-Oct-1997 12:00:00 AM,146,353,2012-04-25,550,929,37.086,20397.3,550.0,0.0,550.0,2012-04-18,10382,5,17.0,32,0.0
353,2210,206,21-Oct-1997 12:00:00 AM,Eastern,195,3,302,24,22-Oct-1997 12:00:00 AM,146,354,2012-04-25,550,930,43.0395,23671.725,550.0,0.0,550.0,2012-04-18,10382,18,50.0,9,0.0
354,2210,206,21-Oct-1997 12:00:00 AM,Eastern,195,4,700,24,22-Oct-1997 12:00:00 AM,147,355,2012-04-25,550,332,10.815,5948.25,550.0,0.0,550.0,2012-04-18,10382,29,99.0,14,0.0
355,2211,207,22-Oct-1997 12:00:00 AM,Central,690,1,400,36,23-Oct-1997 12:00:00 AM,148,356,2012-04-25,550,948,82.8345,45558.975,550.0,0.0,550.0,2012-04-18,10382,33,2.0,60,0.0
356,2211,207,22-Oct-1997 12:00:00 AM,Central,690,2,501,24,23-Oct-1997 12:00:00 AM,148,357,2012-04-25,550,907,82.8345,45558.975,550.0,0.0,550.0,2012-04-18,10382,74,8.0,50,0.0
357,2211,207,22-Oct-1997 12:00:00 AM,Central,690,3,600,12,23-Oct-1997 12:00:00 AM,149,358,2012-04-25,1250,325,0.21,262.5,1250.0,0.0,1250.0,2012-04-18,10383,13,4.8,20,0.0
358,2212,190,23-Oct-1997 12:00:00 AM,Central,1596,1,401,36,26-Oct-1997 12:00:00 AM,149,359,2012-04-25,1250,326,0.21,262.5,1250.0,0.0,1250.0,2012-04-18,10383,50,13.0,15,0.0
359,2212,190,23-Oct-1997 12:00:00 AM,Central,1596,2,500,24,26-Oct-1997 12:00:00 AM,150,360,2012-04-25,3,320,49.644,148.932,3.0,0.0,3.0,2012-04-18,10383,56,30.4,20,0.0
360,2212,190,23-Oct-1997 12:00:00 AM,Central,1596,3,601,12,26-Oct-1997 12:00:00 AM,150,361,2012-04-25,3,321,44.3205,132.9615,3.0,0.0,3.0,2012-04-18,10384,20,64.8,28,0.0
361,2213,191,26-Oct-1997 12:00:00 AM,South,299,1,300,48,27-Oct-1997 12:00:00 AM,150,362,2012-04-25,60,322,28.6965,1721.79,60.0,0.0,60.0,2012-04-18,10384,60,27.2,15,0.0
362,2213,191,26-Oct-1997 12:00:00 AM,South,299,2,301,36,27-Oct-1997 12:00:00 AM,151,363,2012-04-25,550,930,42.5145,23382.975,550.0,0.0,550.0,2012-04-18,10385,7,24.0,10,0.20000000298023224
363,2213,191,26-Oct-1997 12:00:00 AM,South,299,3,600,24,27-Oct-1997 12:00:00 AM,151,364,2012-04-25,550,921,5.586,3072.3,550.0,0.0,550.0,2012-04-18,10385,60,27.2,20,0.20000000298023224
364,2213,191,26-Oct-1997 12:00:00 AM,South,299,4,601,24,27-Oct-1997 12:00:00 AM,152,365,2012-04-25,60,952,15.7395,944.37,60.0,9.0,51.0,2012-04-18,10385,68,10.0,8,0.20000000298023224
365,2214,192,27-Oct-1997 12:00:00 AM,Central,467,1,302,12,28-Oct-1997 12:00:00 AM,153,366,2012-05-16,550,922,6.531,3592.05,550.0,0.0,550.0,2012-05-09,10386,24,3.6,15,0.0
366,2214,192,27-Oct-1997 12:00:00 AM,Central,467,2,401,12,28-Oct-1997 12:00:00 AM,153,367,2012-05-16,550,923,6.1845,3401.475,550.0,0.0,550.0,2012-05-09,10386,34,11.2,10,0.0
367,2214,192,27-Oct-1997 12:00:00 AM,Central,467,3,700,24,28-Oct-1997 12:00:00 AM,154,368,2012-05-16,550,317,29.5785,16268.175,550.0,550.0,0.0,2012-05-09,10387,24,3.6,15,0.0
368,2215,193,28-Oct-1997 12:00:00 AM,Central,949,1,301,12,29-Oct-1997 12:00:00 AM,154,369,2012-05-16,550,318,36.099,19854.45,550.0,550.0,0.0,2012-05-09,10387,28,36.4,6,0.0
369,2215,193,28-Oct-1997 12:00:00 AM,Central,949,2,500,12,29-Oct-1997 12:00:00 AM,155,370,2012-05-16,550,928,32.2455,17735.025,550.0,0.0,550.0,2012-05-09,10387,59,44.0,12,0.0
370,2215,193,28-Oct-1997 12:00:00 AM,Central,949,3,700,36,29-Oct-1997 12:00:00 AM,155,371,2012-05-16,550,929,36.561,20108.55,523.0,0.0,523.0,2012-05-09,10387,71,17.2,15,0.0
371,2216,194,29-Oct-1997 12:00:00 AM,Eastern,902,1,400,24,30-Oct-1997 12:00:00 AM,156,372,2012-05-16,550,319,46.4205,25531.275,468.0,0.0,468.0,2012-05-09,10388,45,7.6,15,0.20000000298023224
372,2216,194,29-Oct-1997 12:00:00 AM,Eastern,902,2,401,24,30-Oct-1997 12:00:00 AM,157,373,2012-06-13,3,364,47.5965,142.7895,3.0,0.0,3.0,2012-06-06,10388,52,5.6,20,0.20000000298023224
373,2217,195,30-Oct-1997 12:00:00 AM,South,856,1,400,24,02-Nov-1997 12:00:00 AM,157,374,2012-06-13,3,365,43.323,129.969,3.0,0.0,3.0,2012-06-06,10388,53,26.2,40,0.0
374,2217,195,30-Oct-1997 12:00:00 AM,South,856,2,500,36,02-Nov-1997 12:00:00 AM,157,375,2012-06-13,3,366,41.223,123.669,3.0,0.0,3.0,2012-06-06,10389,10,24.8,16,0.0
375,2217,195,30-Oct-1997 12:00:00 AM,South,856,3,501,36,02-Nov-1997 12:00:00 AM,157,376,2012-06-13,3,367,45.4965,136.4895,3.0,0.0,3.0,2012-06-06,10389,55,19.2,15,0.0
376,2218,196,02-Nov-1997 12:00:00 AM,Canada,299,1,600,24,03-Nov-1997 12:00:00 AM,157,377,2012-06-13,3,368,41.223,123.669,3.0,0.0,3.0,2012-06-06,10389,62,39.4,20,0.0
377,2218,196,02-Nov-1997 12:00:00 AM,Canada,299,2,601,24,03-Nov-1997 12:00:00 AM,157,378,2012-06-13,3,369,39.123,117.369,3.0,0.0,3.0,2012-06-06,10389,70,12.0,30,0.0
378,2219,197,03-Nov-1997 12:00:00 AM,South,667,3,300,24,04-Nov-1997 12:00:00 AM,158,379,2012-06-13,3,2,41.916,125.748,3.0,0.0,3.0,2012-06-06,10390,31,10.0,60,0.10000000149011612
379,2219,197,03-Nov-1997 12:00:00 AM,South,667,4,401,12,04-Nov-1997 12:00:00 AM,159,380,2012-06-13,3,1,50.2635,150.7905,3.0,0.0,3.0,2012-06-06,10390,35,14.4,40,0.10000000149011612
380,2219,197,03-Nov-1997 12:00:00 AM,South,667,5,700,48,04-Nov-1997 12:00:00 AM,160,381,2012-06-13,3,365,43.4805,130.4415,3.0,0.0,3.0,2012-06-06,10390,46,9.6,45,0.0
381,2220,198,04-Nov-1997 12:00:00 AM,Western,129,1,301,24,05-Nov-1997 12:00:00 AM,160,382,2012-06-13,3,366,41.3805,124.1415,3.0,0.0,3.0,2012-06-06,10390,72,27.8,24,0.10000000149011612
382,2220,198,04-Nov-1997 12:00:00 AM,Western,129,2,700,36,05-Nov-1997 12:00:00 AM,160,383,2012-06-13,3,367,45.654,136.962,3.0,0.0,3.0,2012-06-06,10391,13,4.8,18,0.0
383,2221,199,05-Nov-1997 12:00:00 AM,Eastern,1142,1,401,12,06-Nov-1997 12:00:00 AM,161,384,2012-06-13,550,530,16.086,8847.3,550.0,0.0,550.0,2012-06-06,10392,69,28.8,50,0.0
384,2221,199,05-Nov-1997 12:00:00 AM,Eastern,1142,2,601,24,06-Nov-1997 12:00:00 AM,162,385,2012-06-13,3,4,57.0255,171.0765,3.0,0.0,3.0,2012-06-06,10393,2,15.2,25,0.25
385,2222,200,06-Nov-1997 12:00:00 AM,Eastern,195,1,500,12,09-Nov-1997 12:00:00 AM,163,386,2012-06-13,550,512,37.086,20397.3,550.0,0.0,550.0,2012-06-06,10393,14,18.6,42,0.25
386,2222,200,06-Nov-1997 12:00:00 AM,Eastern,195,2,501,12,09-Nov-1997 12:00:00 AM,164,387,2012-06-13,550,513,26.5965,14628.075,550.0,550.0,0.0,2012-06-06,10393,25,11.2,7,0.25
387,2223,201,09-Nov-1997 12:00:00 AM,Central,690,1,600,24,10-Nov-1997 12:00:00 AM,165,388,2012-06-13,550,317,27.0585,14882.175,550.0,0.0,550.0,2012-06-06,10393,26,24.9,70,0.25
388,2223,201,09-Nov-1997 12:00:00 AM,Central,690,2,601,24,10-Nov-1997 12:00:00 AM,165,389,2012-06-13,550,318,33.579,18468.45,523.0,0.0,523.0,2012-06-06,10393,31,10.0,32,0.0
389,2223,201,09-Nov-1997 12:00:00 AM,Central,690,3,700,12,10-Nov-1997 12:00:00 AM,165,390,2012-06-13,550,319,46.0635,25334.925,550.0,0.0,550.0,2012-06-06,10394,13,4.8,10,0.0
390,2224,202,10-Nov-1997 12:00:00 AM,Eastern,1596,1,300,24,11-Nov-1997 12:00:00 AM,166,391,2012-06-13,3,414,43.344,130.032,3.0,0.0,3.0,2012-06-06,10394,62,39.4,10,0.0
391,2224,202,10-Nov-1997 12:00:00 AM,Eastern,1596,2,301,24,11-Nov-1997 12:00:00 AM,166,392,2012-06-13,3,415,39.0705,117.2115,3.0,0.0,3.0,2012-06-06,10395,46,9.6,28,0.10000000149011612
